Binned_CRS_DEP_TIME,CARRIER,DEST,ORIGIN,Weather,DAY_WEEK,Flight Status
6,DH,EWR,IAD,0,6,On-time
4,DH,EWR,IAD,0,6,On-time
8,DH,EWR,IAD,0,6,On-time
5,RU,EWR,IAD,0,6,On-time
2,RU,EWR,DCA,0,6,On-time
1,RU,EWR,IAD,0,6,On-time
1,RU,EWR,DCA,0,6,On-time
6,RU,EWR,IAD,0,6,On-time
6,RU,EWR,DCA,0,6,On-time
4,RU,EWR,DCA,0,6,On-time
6,RU,EWR,DCA,0,6,On-time
